OBJECTID,TransectID,SurveySide,SurveyYear,PocketEstuary,Shape_Length,Shape_Area
1650,730,Right,2016,0,164120.206897141091758,13291300.028464673087001
1651,731,Left,2016,0,4539.390308432311031,345666.761001942213625
1652,731,Right,2016,0,4527.667950095924425,344705.242342815909069
1653,732,Left,2016,0,48683.267683379715891,3969264.626750175841153
1654,732,Right,2016,0,49028.210232999663276,3997571.443140302784741
1655,734,Left,2016,0,39024.828981953032780,3099193.370570002123713
1656,734,Right,2016,0,44708.342626685916912,3473957.934160838834941
1657,737,Left,2016,0,183419.231355280760908,15030956.489782126620412
1658,737,Right,2016,0,183477.580145113926847,14995884.221420466899872
1659,741,Left,2016,0,23961.549433070347732,1940231.851227369857952
1660,741,Right,2016,0,21946.696807889948104,1774840.673389541916549
1661,745,Left,2016,0,12906.900217684420568,1032687.170514065423049
1662,745,Right,2016,0,11697.892516490330308,907720.206764903501607
1663,747,Left,2016,0,89963.269528897362761,7358993.349662557244301
1664,747,Right,2016,0,92652.707460078061558,7466168.689328134991229
1665,749,Left,2016,0,6531.819506283623014,509219.228255007474218
1666,749,Right,2016,0,3946.799071276323957,290029.213930575293489
1667,751,Left,2016,0,81806.071808823136962,6617199.530165737494826
1668,751,Right,2016,0,83700.871767298158375,6829035.487269077450037
1669,752,Left,2016,0,12142.539210411076056,969855.984417408006266
1670,752,Right,2016,0,8555.988416312877234,675457.078045387519524
1671,755,Left,2016,0,508651.232774404226802,41706900.949073523283005
1672,755,Right,2016,0,510910.160850058309734,41802507.531097002327442
1673,758,Left,2016,0,38165.363940451941744,3106099.016361047513783
1674,758,Right,2016,0,33887.873153369931970,2754992.459087711758912
1675,760,Left,2016,0,3920.767535128680720,293614.507743030786514
1676,760,Right,2016,0,4116.525316318810837,310981.472860796900932
1677,762,Left,2016,0,5876.526650435490410,451109.281511330511421
1678,762,Right,2016,0,5556.863612708313667,428985.484143712150399
1679,764,Left,2016,0,154444.894223643525038,12543869.608268190175295
1680,764,Right,2016,0,150681.216826067393413,12343146.650602314621210
1681,767,Left,2016,0,183746.541615147958510,14924145.441685628145933
1682,767,Right,2016,0,184660.840691913908813,14985033.674641244113445
1683,770,Left,2016,0,43878.215776967437705,3575289.215598101727664
1684,770,Right,2016,0,44194.760465291634318,3601272.657260351814330
1685,772,Left,2016,0,5380.387334997824837,414739.078129978966899
1686,772,Right,2016,0,4602.969797449800353,339253.742604739032686
1687,774,Left,2016,0,96572.629064444059622,7901159.975273890420794
1688,774,Right,2016,0,96630.890664441889385,7904745.567658289335668
1689,776,Left,2016,0,2423.445009362755627,172590.229723399446812
1690,776,Right,2016,0,2656.249266535842708,191105.835724547185237
1691,778,Left,2016,0,2824.072032868303268,205488.216605231107678
1692,778,Right,2016,0,1855.783420532146465,121992.519182488264050
1693,780,Left,2016,0,3288.616105050776696,243021.535652034595842
1694,780,Right,2016,0,2570.604391723337358,184954.861934950342402
1695,782,Left,2016,0,21781.483992703757394,1757609.462265106150880
1696,782,Right,2016,0,20805.727249618244969,1681126.878554096212611
1697,786,Left,2016,0,12622.920380985518932,1009376.699533350416459
1698,786,Right,2016,0,13913.192724477392403,1115296.814887926680967
1699,788,Left,2016,0,10944.064159727426158,871537.472436328418553
1700,788,Right,2016,0,10844.623595296301573,863375.267393438844010
1701,790,Left,2016,0,60793.703004292903643,4964120.797679984942079
1702,790,Right,2016,0,61628.340586007536331,5032642.394565382972360
1703,793,Left,2016,0,202066.381776678143069,16560779.277413941919804
1704,793,Right,2016,0,200016.438873909326503,16394088.476220149546862
1705,794,Left,2016,0,61592.507331475469982,5029615.891633087769151
1706,794,Right,2016,0,57062.941826765440055,4657798.194701170548797
1707,797,Left,2016,0,135052.380407766671851,11060540.524221297353506
1708,797,Right,2016,0,137583.625165838660905,11268619.753534607589245
1709,798,Left,2016,0,28326.748156799032586,2298552.090005764737725
1710,798,Right,2016,0,23786.556764152592223,1925861.410897912457585
1711,801,Left,2016,0,14949.152922400864554,1200347.481836197199300
1712,801,Right,2016,0,14718.369961057200271,1179565.089133793953806
1713,804,Left,2016,0,5224.811531327769444,401989.764355394640006
1714,804,Right,2016,0,5593.932125859239022,432290.318803267786279
1715,806,Left,2016,0,5107.762701290565019,358392.525506109057460
1716,806,Right,2016,0,6121.711297398265742,475619.324102777696680
1717,808,Left,2016,0,46426.336906489290413,3778083.470191597472876
1718,808,Right,2016,0,51305.083581107428472,4166882.342794852796942
1719,810,Left,2016,0,69673.715674470615340,5693423.316027664579451
1720,810,Right,2016,0,69119.229022330444423,5646650.695002431981266
1721,813,Left,2016,0,41664.557176034977601,3313581.968876252882183
1722,813,Right,2016,0,41583.887697752550594,3387170.728002346120775
1723,815,Left,2016,0,188177.262447535904357,15423048.634394522756338
1724,815,Right,2016,0,187159.642488070239779,15337207.328727945685387
1725,817,Left,2016,0,24148.963811791014450,1955832.260342914843932
1726,817,Right,2016,0,24158.851002832481754,1956642.228976564714685
1727,819,Left,2016,0,23332.533617083125137,1888841.375334816286340
1728,819,Right,2016,0,25222.745059915640013,2044020.512232420500368
1729,821,Left,2016,0,115349.830603301306837,9444267.812747411429882
1730,821,Right,2016,0,113728.252076400298392,9311152.167721273377538
1731,823,Left,2016,0,215893.776762169291032,17699797.050876360386610
1732,823,Right,2016,0,214281.264055614767130,17567492.762256897985935
1733,825,Left,2016,0,155730.319064973708009,12715467.976607788354158
1734,825,Right,2016,0,155402.171781991637545,12732671.919000668451190
1735,828,Left,2016,0,102721.490014685943606,8403951.039809867739677
1736,828,Right,2016,0,103127.568474539613817,8437279.590147981420159
1737,831,Left,2016,0,29408.892826383002102,2386834.808030751999468
1738,831,Right,2016,0,27771.067211591402156,2131093.959217121824622
1739,834,Left,2016,0,134985.157666645158315,11051935.958571523427963
1740,834,Right,2016,0,134720.576229688769672,11030237.439308548346162
1741,836,Left,2016,0,12289.742277620449386,981735.893725806730799
1742,836,Right,2016,0,15744.598908425663467,1265236.353804880520329
1743,838,Left,2016,0,474928.040463953919243,38951598.966666646301746
1744,838,Right,2016,0,473949.736724534421228,38871305.928743064403534
1745,840,Left,2016,0,12959.354091780105591,1036664.250843634014018
1746,840,Right,2016,0,9486.550695367890512,685306.999935536179692
1747,842,Left,2016,0,66872.151218463201076,5461410.356291755102575
1748,842,Right,2016,0,69869.107928978206473,5696614.245614171028137
1749,844,Left,2016,0,72717.249259071963024,5886252.001093601807952
1750,844,Right,2016,0,74247.140233942511259,6066654.247617679648101
1751,847,Left,2016,0,72620.281199251563521,5933163.881338401697576
1752,847,Right,2016,0,69260.258437354656053,5493787.676034422591329
1753,849,Left,2016,0,353764.482553667214233,29007367.113464508205652
1754,849,Right,2016,0,353755.397726291732397,28538108.414654597640038
1755,851,Left,2016,0,284041.987793431500904,23285728.831264883279800
1756,851,Right,2016,0,284948.388111361535266,23360146.709338504821062
1757,853,Left,2016,0,362439.662095860228874,29720497.099518597126007
1758,853,Right,2016,0,361731.524209633236751,29662354.403571672737598
1759,855,Left,2016,0,550820.367442310554907,44749446.435449391603470
1760,855,Right,2016,0,551794.309146155603230,45260757.784007683396339
1761,857,Left,2016,0,151872.738697399385273,12438298.081804081797600
1762,857,Right,2016,0,150750.187024013954215,12346175.313391570001841
1763,859,Left,2016,0,329160.984726070077159,26989178.906506501138210
1764,859,Right,2016,0,321075.327936669928022,26028669.983279157429934
1765,861,Left,2016,0,169126.883601557521615,13851991.651602905243635
1766,861,Right,2016,0,171582.493351858953247,14056192.718018716201186
1767,863,Left,2016,0,199302.011782341171056,16331738.523960465565324
1768,863,Right,2016,0,199367.642489222344011,16337103.648460414260626
1769,866,Left,2016,0,163778.265702674718341,13416358.871631620451808
1770,866,Right,2016,0,162706.736974232306238,13296514.833778003230691
1771,868,Left,2016,0,110716.334571779763792,9060545.720621649175882
1772,868,Right,2016,0,112881.508056030448643,9238229.900310974568129
1773,870,Left,2016,0,32733.561204279263620,2659747.072976429481059
1774,870,Right,2016,0,32071.704830092519842,2605436.650855938438326
1775,872,Left,2016,0,97341.040896762031480,7931933.634823434986174
1776,872,Right,2016,0,97351.430296914826613,7963864.274146417155862
1777,874,Left,2016,0,167003.232940736721503,13681419.092419154942036
1778,874,Right,2016,0,166334.766713650285965,13626478.711750464513898
1779,876,Left,2016,0,120636.888659430551343,9876104.114494474604726
1780,876,Right,2016,0,123074.768701534849242,10034324.018196322023869
1781,878,Left,2016,0,289387.313147857785225,23645162.220544360578060
1782,878,Right,2016,0,289739.393485266424250,23755511.604389853775501
1783,880,Left,2016,0,48002.785369390054257,3913207.048175739590079
1784,880,Right,2016,0,48444.868893434366328,3936868.943272910546511
1785,882,Left,2016,0,148428.539756404788932,12157130.297597577795386
1786,882,Right,2016,0,149209.386762296286179,12221222.684839019551873
1787,884,Left,2016,0,140649.553821478650207,11519399.160221146419644
1788,884,Right,2016,0,139240.987257978558773,11403788.973327754065394
1789,886,Left,2016,0,124229.334915150684537,10172357.145411321893334
1790,886,Right,2016,0,122830.652500055381097,9984145.664590802043676
1791,889,Left,2016,0,31608.739512885254953,2568106.702705846168101
1792,889,Right,2016,0,32011.397249593741435,2601164.232072479557246
1793,891,Left,2016,0,24770.500864494304551,2006627.467139796586707
1794,891,Right,2016,0,20091.213822300942411,1622518.100376397836953
1795,893,Left,2016,0,20302.540478577895556,1638389.621440865332261
1796,893,Right,2016,0,21367.478765240808571,1726326.400565503630787
1797,895,Left,2016,0,55260.909302993473830,4509816.644809522666037
1798,895,Right,2016,0,51816.075726325303549,4227051.881408812478185
1799,897,Left,2016,0,83512.165474749548594,6829094.410203645005822
1800,897,Right,2016,0,80883.487363187407027,6613328.680804720148444
1801,899,Left,2016,0,13245.266012966942071,1059324.641381101217121
1802,899,Right,2016,0,9820.060105015814770,717771.494869438232854
1803,901,Left,2016,0,5100.343630731962548,391782.620868983620312
1804,901,Right,2016,0,4795.601206412399733,366489.489758422132581
1805,903,Left,2016,0,65852.317501002151403,5379269.529013483785093
1806,903,Right,2016,0,63552.326862540248840,5133462.671147298999131
1807,905,Left,2016,0,124815.623450173734454,10152245.323340291157365
1808,905,Right,2016,0,128909.750457606933196,10521482.419722974300385
1809,907,Left,2016,0,144764.445743184216553,11856816.554606314748526
1810,907,Right,2016,0,142385.700706945179263,11661585.286627387627959
1811,909,Left,2016,0,27010.677399088330276,2190412.178131461143494
1812,909,Right,2016,0,25238.226662510784081,2044928.376062861643732
1813,912,Left,2016,0,40501.648658322839765,3297903.761521660257131
1814,912,Right,2016,0,41223.191756084212102,3357133.475027861073613
1815,915,Left,2016,0,4001.576612923777702,301531.316294810269028
1816,915,Right,2016,0,3468.137362071823645,257437.812459898850648
1817,918,Left,2016,0,50237.669751106666808,4089703.814102657139301
1818,918,Right,2016,0,50541.474175445546280,4122095.177098745480180
1819,921,Left,2016,0,29568.765755504286062,2401225.048400505911559
1820,921,Right,2016,0,25935.683507397068752,2100852.879868359770626
1821,923,Left,2016,0,86392.694042911971337,7065514.946964954026043
1822,923,Right,2016,0,85206.209938058149419,6967236.583522418513894
1823,925,Left,2016,0,2605.380415799288130,186936.100334863440366
1824,925,Right,2016,0,2673.920575918994928,191389.505018209165428
1825,927,Left,2016,0,20740.171546207584470,1675749.244067467981949
1826,927,Right,2016,0,20098.405709116941580,1623175.044825680321082
1827,929,Left,2016,0,27166.569393649457197,2199368.010986695066094
1828,929,Right,2016,0,31065.596433271886781,2523561.081451533827931
1829,931,Left,2016,0,72750.973272023082245,5945667.376357680186629
1830,931,Right,2016,0,69797.707520862575620,5703249.531113503500819
1831,933,Left,2016,0,4485.941794736363590,341320.111080308561213
1832,933,Right,2016,0,3759.110764745588313,235636.893870777945267
1833,935,Left,2016,0,4801.006230069931917,367192.399918637936935
1834,935,Right,2016,0,6398.071236313481677,498287.514122715161648
1835,937,Left,2016,0,10640.376747611167957,846572.953925273963250
1836,937,Right,2016,0,9446.238260671805619,748551.752142296056263
1837,939,Left,2016,0,8608.242793894281931,679752.965176759404130
1838,939,Right,2016,0,8361.996309591764657,616180.254443650366738
1839,941,Left,2016,0,7123.769670319151373,557881.718906465684995
1840,941,Right,2016,0,6442.898508920184213,501989.481821197841782
1841,943,Left,2016,0,77932.306112360631232,6371110.729969245381653
1842,943,Right,2016,0,76690.624656087195035,6265638.961701968684793
1843,945,Left,2016,0,12368.526965479662977,947042.415506834746338
1844,945,Right,2016,0,12349.123231277091691,986880.086437285761349
1845,948,Left,2016,0,37633.678185439137451,3062700.359454721212387
1846,948,Right,2016,0,36630.168524062828510,2816217.715742560103536
1847,951,Left,2016,0,191145.295842428517062,15665158.690592389553785
1848,951,Right,2016,0,183727.924768147844588,14950760.348108468577266
1849,953,Left,2016,0,43613.970959319660324,3553384.850192517973483
1850,953,Right,2016,0,45176.131231437771930,3681610.820774780586362
1851,954,Left,2016,0,3176.368462944188195,233794.262887989170849
1852,954,Right,2016,0,3259.763318296123998,240630.488012533402070
1853,955,Left,2016,0,18648.600636065712024,1503881.695569640491158
1854,955,Right,2016,0,19469.093382451261277,1571252.406758410390466
1855,957,Left,2016,0,25875.784830046872230,2097086.670275436947122
1856,957,Right,2016,0,22338.725742356909905,1751194.112469955114648
1857,959,Left,2016,0,37369.310776512538723,3040653.936615521553904
1858,959,Right,2016,0,39676.310528822199558,3268579.292903501074761
1859,961,Left,2016,0,1734.125095034337392,115003.117973922853707
1860,961,Right,2016,0,1518.201036655977987,98373.783412380478694
1861,963,Left,2016,0,28081.757553806932265,2264318.024910629261285
1862,963,Right,2016,0,25972.011555615317775,2097448.653283376712352
1863,965,Left,2016,0,25687.921314865157910,2081450.734341179719195
1864,965,Right,2016,0,26461.672670294330601,2145220.371751911472529
1865,967,Left,2016,0,4782.381659636744189,293196.139290027436800
1866,967,Right,2016,0,4124.752650131765222,310442.724272839550395
1867,969,Left,2016,0,28657.501105212733819,2325501.022199437953532
1868,969,Right,2016,0,30120.100643484805914,2445543.763816485647112
1869,970,Left,2016,0,6118.517111376910179,475305.117948601546232
1870,970,Right,2016,0,5893.281189827918752,444582.202461416891310
1871,971,Left,2016,0,7148.441169717711091,559850.763745007454418
1872,971,Right,2016,0,7053.784507671920437,551415.553645736188628
1873,973,Left,2016,0,7112.920431822486535,556927.345909195137210
1874,973,Right,2016,0,6463.339096549452734,486688.578574755229056
1875,974,Left,2016,0,5287.782544376579608,407089.143360587593634
1876,974,Right,2016,0,5524.965035202235413,384642.935768082155846
1877,975,Left,2016,0,5036.097179900006267,386446.675645937502850
1878,975,Right,2016,0,4390.136227056031203,332026.350444082403556
1879,977,Left,2016,0,4015.309251605722238,302643.980478221375961
1880,977,Right,2016,0,2230.992486241507777,143040.121685472491663
1881,979,Left,2016,0,7099.313195285952133,555812.936729956534691
1882,979,Right,2016,0,6987.905054298003961,546663.979025163687766
1883,980,Left,2016,0,3985.340327891834477,300123.533041230519302
1884,980,Right,2016,0,4127.518910550914370,311867.964575016347226
1885,981,Left,2016,0,66809.496022403211100,5413472.021608458831906
1886,981,Right,2016,0,66290.270635274981032,5402234.058080022223294
1887,984,Left,2016,0,100611.075526531916694,8232050.490073625929654
1888,984,Right,2016,0,99942.831484898080816,8177196.191906003281474
1889,987,Left,2016,0,7301.637814427946978,572417.862014949670993
1890,987,Right,2016,0,7418.412933022848847,582003.300772844231687
1891,989,Left,2016,0,105687.817107713941368,8648849.381465038284659
1892,989,Right,2016,0,105848.854106038881582,8650618.731750357896090
1893,992,Left,2016,0,10944.866889128312323,871527.824193488573655
1894,992,Right,2016,0,11370.926487112032191,906501.236790601629764
1895,994,Left,2016,0,9387.250185597262316,743660.947434653062373
1896,994,Right,2016,0,9104.092534570116186,605034.041504983557388
1897,997,Left,2016,0,67444.578590519362479,5509848.408433932811022
1898,997,Right,2016,0,68056.237566166091710,5558951.994041000492871
1899,999,Left,2016,0,56813.771301979191776,4637253.328662718646228
1900,999,Right,2016,0,58399.463786442909623,4767394.635468682274222
1901,1001,Left,2016,0,145861.824139170319540,11942590.023751752451062
1902,1001,Right,2016,0,144329.679080545902252,11821496.819175949320197
1903,1004,Left,2016,0,64264.023456701674149,5248614.637984063476324
1904,1004,Right,2016,0,63121.956002247141441,5153442.244870244525373
1905,1006,Left,2016,0,43669.688247094338294,3558597.798820124473423
1906,1006,Right,2016,0,44013.019589946212363,3585702.116181215271354
1907,1008,Left,2016,0,3167.831440809474316,233092.255153993377462
1908,1008,Right,2016,0,3037.741669874299077,222412.836377861967776
1909,1010,Left,2016,0,5496.535196439028368,424253.897949875914492
1910,1010,Right,2016,0,5185.251584978064784,359638.842868711042684
1911,1011,Left,2016,0,2632.808408117677573,189172.825159458385315
1912,1011,Right,2016,0,2635.336581817938622,189380.381839561014203
1913,1012,Left,2016,0,12936.341328196018367,998022.225207113195211
1914,1012,Right,2016,0,14703.971251864410078,1180097.028867261251435
1915,1014,Left,2016,0,21779.399067998769169,1760915.642276511527598
1916,1014,Right,2016,0,20016.717858727319253,1616243.076573267579079
1917,1017,Left,2016,0,62954.907363811289542,5140996.717168087139726
1918,1017,Right,2016,0,61409.611401629255852,5015166.578191307373345
1919,1020,Left,2016,0,47644.165085008695314,3883978.429474766366184
1920,1020,Right,2016,0,50102.181873938206991,4057165.700567643623799
1921,1023,Left,2016,0,108404.439157555258134,8870880.693610694259405
1922,1023,Right,2016,0,106570.688315166320535,8636631.982853086665273
1923,1026,Left,2016,0,80533.978698192790034,6584148.611936608329415
1924,1026,Right,2016,0,74268.613223331674817,6069888.613424507901073
1925,1028,Left,2016,0,62871.176954744398245,5134991.471959493122995
1926,1028,Right,2016,0,61414.544940334599232,5013014.681466789916158
1927,1030,Left,2016,0,46843.356474409774819,3814758.579080000519753
1928,1030,Right,2016,0,40393.113118127606867,3264012.067149263806641
1929,1032,Left,2016,0,10438.330712889246570,829938.814149575075135
1930,1032,Right,2016,0,10387.195448050897539,825372.821388288051821
1931,1034,Left,2016,0,10582.601094389767241,800817.215513963019475
1932,1034,Right,2016,0,10045.057887528097126,797648.968148933141492
1933,1036,Left,2016,0,18966.183005081624287,1529799.118769030552357
1934,1036,Right,2016,0,19127.656999781920604,1434452.834559538867325
1935,1038,Left,2016,0,35194.547604302482796,2862825.225460657384247
1936,1038,Right,2016,0,33472.759488014417002,2682231.834170049056411
1937,1040,Left,2016,0,182131.000133621535497,14922791.933140164241195
1938,1040,Right,2016,0,181189.884876324766083,14847559.325451130047441
1939,1042,Left,2016,0,8145.648300110031414,641741.391426625079475
1940,1042,Right,2016,0,6726.031275689748327,525218.781983445980586
1941,1044,Left,2016,0,31762.997989558301924,2580678.636353397276253
1942,1044,Right,2016,0,34430.602211658107990,2800472.042555984109640
1943,1046,Left,2016,0,30919.495868816691655,2511441.050389824900776
1944,1046,Right,2016,0,30718.736871601009625,2494960.934244497213513
1945,1049,Left,2016,0,13114.082726394448400,1049644.374905499396846
1946,1049,Right,2016,0,12564.887267498263100,1004566.967632499872707
1947,1051,Left,2016,0,28983.274398445711995,2344493.165207398589700
1948,1051,Right,2016,0,29530.940274031261652,2397373.799175409134477
1949,1053,Left,2016,0,43886.040523894793296,3575867.067576162982732
1950,1053,Right,2016,0,43296.581427261022327,3527487.410980119369924
1951,1055,Left,2016,0,8436.475721947574129,665657.676438983879052
1952,1055,Right,2016,0,9201.620328707173030,728822.500084155471995
1953,1057,Left,2016,0,63497.818628463326604,5161955.559384663589299
1954,1057,Right,2016,0,62098.569412396151165,5049945.544681708328426
1955,1058,Left,2016,0,4331.542512346764852,328659.631396670709364
1956,1058,Right,2016,0,4438.620346690746373,330999.152757813571952
1957,1059,Left,2016,0,10466.907187552693358,832380.628590767038986
1958,1059,Right,2016,0,10922.155724168484085,869754.357099877321161
1959,1062,Left,2016,0,28232.866271426697494,2290957.001634623855352
1960,1062,Right,2016,0,25546.084690151936229,2070398.408535980619490
1961,1064,Left,2016,0,14772.881468858629887,1185873.144074391340837
1962,1064,Right,2016,0,13620.626410081931681,1091294.536547221476212
1963,1066,Left,2016,0,9474.335542049680953,750881.360595440724865
1964,1066,Right,2016,0,8802.824337626216220,687436.904367819894105
1965,1068,Left,2016,0,17143.330510056803178,1380513.426030654925853
1966,1068,Right,2016,0,16713.022493413329357,1325471.660757449455559
1967,1070,Left,2016,0,5802.803947678730765,449452.148224909265991
1968,1070,Right,2016,0,5591.767204697103807,432127.654285343014635
1969,1072,Left,2016,0,111825.034843719055061,9153942.801318116486073
1970,1072,Right,2016,0,107932.165842770511517,8834386.794292138889432
1971,1074,Left,2016,0,18569.625656305950542,1400883.500285115791485
1972,1074,Right,2016,0,28047.846369357102958,2275777.493770617991686
1973,1077,Left,2016,0,88030.716792474369868,7200249.300053248181939
1974,1077,Right,2016,0,88585.364441010431619,7245735.950223604217172
1975,1079,Left,2016,0,56822.486640442250064,4638514.386690171435475
1976,1079,Right,2016,0,55554.922523711786198,4534443.638324460014701
1977,1081,Left,2016,0,93558.240655195986619,7654273.549843688495457
1978,1081,Right,2016,0,93093.924078242562246,7616167.727466180920601
1979,1084,Left,2016,0,102529.381549828118295,8389525.421207815408707
1980,1084,Right,2016,0,102243.330191181972623,8366051.623831834644079
1981,1086,Left,2016,0,78254.323362282870221,6391288.658595635555685
1982,1086,Right,2016,0,77338.423474040391739,6321938.978984232991934
1983,1088,Left,2016,0,16658.285215619016526,1340591.904832311905921
1984,1088,Right,2016,0,17695.229260796731978,1425704.201895135454834
1985,1089,Left,2016,0,6695.415223505936410,522676.176856148696970
1986,1089,Right,2016,0,5113.908848167699034,392864.764193008246366
1987,1090,Left,2016,0,8219.846874298329567,647833.899065066594630
1988,1090,Right,2016,0,8265.781358238080429,651611.633491896907799
1989,1092,Left,2016,0,107719.973874520539539,8742189.497636532410979
1990,1092,Right,2016,0,105710.630403320479672,8651398.971021572127938
1991,1095,Left,2016,0,29638.637702644853562,2406290.805454270448536
1992,1095,Right,2016,0,33683.367201903740352,2738295.153669643215835
1993,1097,Left,2016,0,62758.834756086871494,5119836.097704624757171
1994,1097,Right,2016,0,61314.542275320527551,5007033.460482910275459
1995,1099,Left,2016,0,4175.418854313693373,315815.200228463509120
1996,1099,Right,2016,0,3590.144481628936319,267773.190212708432227
1997,1101,Left,2016,0,47533.539529908637633,3860051.845940569881350
1998,1101,Right,2016,0,48505.495015981061442,3956016.649170415475965
1999,1103,Left,2016,0,208530.670439217181411,16994743.957575473934412
2000,1103,Right,2016,0,207435.144018268998479,16986789.976855620741844
2001,1106,Left,2016,0,42396.512983244872885,3454140.248887225519866
2002,1106,Right,2016,0,43567.030745625408599,3482371.254412847105414
2003,1108,Left,2016,0,107027.830903845606372,8742005.645622322335839
2004,1108,Right,2016,0,108909.195244259826723,8909696.023306917399168
2005,1110,Left,2016,0,42425.050911058904603,3400450.029632756952196
2006,1110,Right,2016,0,44675.996813227706298,3641091.025045813992620
2007,1113,Left,2016,0,114705.213331106409896,9390610.039569374173880
2008,1113,Right,2016,0,114167.182021850559977,9346434.228576827794313
2009,1115,Left,2016,0,17953.788157664595929,1447076.567479375749826
2010,1115,Right,2016,0,18859.151916542610707,1521396.883717185351998
2011,1117,Left,2016,0,14229.291633334190919,1169836.716677262214944
2012,1117,Right,2016,0,18426.266705018173525,1485837.036995472852141
2013,1119,Left,2016,0,15072.102843539916648,1192472.666825445136055
2014,1119,Right,2016,0,15483.384384253113240,1244251.711414081277326
2015,1121,Left,2016,0,32460.625216885116970,2638222.122656319290400
2016,1121,Right,2016,0,35950.516556065260374,2924725.403555441647768
2017,1123,Left,2016,0,5279.024326958558049,406484.428395140566863
2018,1123,Right,2016,0,3587.971763574747456,247553.358532863319851
2019,1125,Left,2016,0,9070.934748446979938,717805.945666140411049
2020,1125,Right,2016,0,9485.624607742995067,751851.916285435901955
2021,1127,Left,2016,0,84244.536695791932289,6919901.398321844637394
2022,1127,Right,2016,0,88376.465529799228534,7229229.219185707159340
2023,1130,Left,2016,0,10065.435814920261691,799465.095668750000186
2024,1130,Right,2016,0,9961.315895882265977,790915.311674217926338
2025,1131,Left,2016,0,40482.824660991151177,3264555.766529906075448
2026,1131,Right,2016,0,40284.440555522873183,3280643.512360432650894
2027,1134,Left,2016,0,41181.659016212382994,3354312.728412159252912
2028,1134,Right,2016,0,36924.881362640830048,3004842.277845019008964
2029,1137,Left,2016,0,38430.560839875630336,3128395.318016353994608
2030,1137,Right,2016,0,36452.914427510979294,2966034.256172182969749
2031,1140,Left,2016,0,16747.027115918175696,1348053.001225683372468
2032,1140,Right,2016,0,17065.128707514370035,1374168.151658330345526
2033,1143,Left,2016,0,37757.429134061138029,3073108.524127251002938
2034,1143,Right,2016,0,38832.975383175777097,3162292.674439427908510
2035,1146,Left,2016,0,16664.431853955480619,1341954.759425227064639
2036,1146,Right,2016,0,14332.446351971831973,1149771.358247239375487
2037,1148,Left,2016,0,2003.391838922286752,137516.038952753267949
2038,1148,Right,2016,0,1583.465774725785650,51336.714295967169164
2039,1150,Left,2016,0,83271.190858278627275,6809645.493664825335145
2040,1150,Right,2016,0,84270.062184789305320,6892084.847692070528865
2041,1152,Left,2016,0,51534.917517237998254,4204206.876698384061456
2042,1152,Right,2016,0,52912.076762946126109,4317264.175424408167601
2043,1153,Left,2016,0,3855.854898205067911,289619.477447228971869
2044,1153,Right,2016,0,3867.180545699918184,290546.935620798380114
2045,1154,Left,2016,0,7305.350333093303561,572840.694925064221025
2046,1154,Right,2016,0,7755.840419786756684,609825.768155012396164
2047,1156,Left,2016,0,14354.994178413635382,1151648.550393382785842
2048,1156,Right,2016,0,14418.418818031395858,1156853.947915767086670
2049,1158,Left,2016,0,70031.941836570244050,5722635.338130281306803
2050,1158,Right,2016,0,72006.872508841013769,5872466.608174307271838
2051,1161,Left,2016,0,92982.538086070111603,7607113.491631255485117
2052,1161,Right,2016,0,90737.310764727240894,7422788.023412139154971
2053,1163,Left,2016,0,76968.952597742929356,6292272.975488522090018
2054,1163,Right,2016,0,78174.654995595250512,6391236.647392895072699
2055,1166,Left,2016,0,8873.728848509639647,701582.265410609659739
2056,1166,Right,2016,0,9007.227991155443306,712542.690298186731525
2057,1168,Left,2016,0,4527.690186734895178,345638.733353415038437
2058,1168,Right,2016,0,4916.795816609612302,376711.671429629903287
2059,1170,Left,2016,0,24090.666594125908887,1950844.683452200144529
2060,1170,Right,2016,0,19889.659548390143755,1605987.003163243876770
2061,23,Right,2016,1,1781.220094894446447,71756.610039009072352
2062,80,Right,2016,1,896.656265982618265,7718.958592952716572
2063,106,Left,2016,1,3128.056353685680278,63903.630328831757652
2064,108,Left,2016,1,12217.835858190406725,975564.416919861454517
2065,108,Right,2016,1,11793.250560198270250,940733.019748762715608
2066,122,Right,2016,1,501.934061398209167,10251.539600467389391
2067,124,Left,2016,1,11093.588292529551836,858888.103174410993233
2068,124,Right,2016,1,12402.193640626162960,981370.853961075772531
2069,132,Left,2016,1,2391.418468444855989,81008.114483502926305
2070,138,Left,2016,1,7736.594964233691826,484554.873438494920265
2071,152,Right,2016,1,3812.004701287293301,106400.857193998628645
2072,170,Left,2016,1,2149.204187150550752,41900.680615703073272
2073,182,Right,2016,1,2014.289756151837537,26909.568204169510864
2074,182,Right,2016,1,188.405774487848760,1255.984037256860802
2075,206,Right,2016,1,871.679248088065947,14231.861549412245949
2076,255,Left,2016,0,366.311401631177091,4469.952792675472665
2077,255,Right,2016,0,366.311401631177091,4469.952792675472665
2078,255,Left,2016,1,1232.503447001913173,8319.601576272974853
2079,267,Right,2016,1,5619.093286596095822,221518.689896167838015
2080,305,Right,2016,1,2046.400222795010222,86665.339662484606379
2081,307,Left,2016,1,31513.586632837650541,2559564.220456152688712
2082,307,Right,2016,1,28955.782508766700630,2349647.090020658448339
2083,309,Right,2016,1,11151.042597299256158,510336.335069300024770
2084,498,Right,2016,1,1929.658772502480360,28119.270118694454140
