OBJECTID,TransectID,LAST_DateTime,FirstDateTime,TransectCode,SurveyYear,Shape_Length
1393,886,2015-01-28 10:39:21,2015-01-28 10:37:55,20,2015,11839.078525356531827
1394,888,2015-01-28 10:57:01,2015-01-28 10:40:26,20,2015,144245.262637095263926
1395,890,2015-01-28 12:02:35,2015-01-28 11:00:50,20,2015,538271.727485816460103
1396,892,2015-01-28 12:44:15,2015-01-28 12:35:12,20,2015,80844.486354783264687
1397,894,2015-01-28 12:55:09,2015-01-28 12:46:02,20,2015,78925.191196076193592
1398,896,2015-01-28 13:00:30,2015-01-28 12:56:39,20,2015,34693.425183782077511
1399,898,2015-01-28 13:16:35,2015-01-28 13:05:00,20,2015,102866.618063102796441
1400,900,2015-01-28 13:34:30,2015-01-28 13:17:51,20,2015,151098.067952621437144
1401,903,2015-01-29 10:15:05,2015-01-29 10:02:43,10,2015,103879.464431393513223
1402,905,2015-01-29 10:22:46,2015-01-29 10:15:19,10,2015,63184.622122619148286
1403,908,2015-01-29 10:43:35,2015-01-29 10:23:02,20,2015,173305.638195953913964
1404,910,2015-01-29 10:45:50,2015-01-29 10:44:20,20,2015,12409.407490274390511
1405,912,2015-01-29 10:47:57,2015-01-29 10:47:19,20,2015,5675.278063832287444
1406,914,2015-01-29 10:51:15,2015-01-29 10:49:00,20,2015,20501.028990411232371
1407,917,2015-01-29 11:07:48,2015-01-29 10:58:03,10,2015,76508.979296218691161
1408,920,2015-01-29 11:46:45,2015-01-29 11:33:53,20,2015,106541.307940189246438
1409,923,2015-01-29 11:49:14,2015-01-29 11:48:37,10,2015,4891.974858961772043
1410,925,2015-01-29 11:51:13,2015-01-29 11:50:30,10,2015,5835.049027832423235
1411,927,2015-01-29 12:32:34,2015-01-29 12:28:56,10,2015,30964.437033996160608
1412,929,2015-01-29 12:35:48,2015-01-29 12:32:50,10,2015,25359.303960019013175
1413,931,2015-01-29 12:39:13,2015-01-29 12:35:55,10,2015,27961.157561249303399
1414,933,2015-01-29 12:39:59,2015-01-29 12:39:24,10,2015,5229.689887847929640
1415,935,2015-01-29 12:43:31,2015-01-29 12:41:18,10,2015,18999.865889135759062
1416,937,2015-01-29 12:48:59,2015-01-29 12:43:44,10,2015,43716.175821515193093
1417,939,2015-01-29 12:50:01,2015-01-29 12:49:09,10,2015,6884.836320919244827
1418,941,2015-01-29 12:53:05,2015-01-29 12:50:11,10,2015,24704.216546046984149
1419,944,2015-01-29 13:02:36,2015-01-29 12:53:13,20,2015,82781.235306524322368
1420,947,2015-01-29 13:10:07,2015-01-29 13:03:41,10,2015,55040.229527067815070
1421,948,2015-01-29 13:10:29,2015-01-29 13:10:07,20,2015,3290.753939193871247
1422,949,2015-01-29 13:10:49,2015-01-29 13:10:29,10,2015,2993.614235557284701
1423,951,2015-01-29 13:11:54,2015-01-29 13:11:31,10,2015,3442.512135863194999
1424,952,2015-01-29 13:12:13,2015-01-29 13:11:54,20,2015,2776.401721379074388
1425,953,2015-01-29 13:12:57,2015-01-29 13:12:13,10,2015,6505.441482816231655
1426,954,2015-01-29 13:13:17,2015-01-29 13:12:57,20,2015,3039.293032891754592
1427,955,2015-01-29 13:13:34,2015-01-29 13:13:17,10,2015,2581.962118930802717
1428,957,2015-01-29 13:14:49,2015-01-29 13:14:40,10,2015,1283.767213721100916
1429,959,2015-01-29 13:16:46,2015-01-29 13:14:59,10,2015,15152.813769145361221
1430,961,2015-01-29 13:19:22,2015-01-29 13:17:24,10,2015,16319.039987584548726
1431,963,2015-01-29 13:22:32,2015-01-29 13:19:32,10,2015,25713.278207389084855
1432,965,2015-01-29 13:23:38,2015-01-29 13:22:40,10,2015,8071.519216574553866
1433,967,2015-01-29 13:24:22,2015-01-29 13:24:04,10,2015,2472.919049318054022
1434,969,2015-01-29 13:25:33,2015-01-29 13:24:31,10,2015,8852.217144840946276
1435,971,2015-01-29 13:27:09,2015-01-29 13:25:55,10,2015,9979.308304175863668
1436,972,2015-01-29 13:27:21,2015-01-29 13:27:09,20,2015,1602.406214418232821
1437,973,2015-01-29 13:31:37,2015-01-29 13:27:21,10,2015,36294.749925886462734
1438,975,2015-01-29 13:43:58,2015-01-29 13:32:51,10,2015,95937.505089003185276
1439,977,2015-01-29 13:44:30,2015-01-29 13:44:08,10,2015,3286.221330663949630
1440,979,2015-01-29 13:46:21,2015-01-29 13:44:41,10,2015,15036.367784351075898
1441,982,2015-01-29 13:50:28,2015-01-29 13:47:53,20,2015,23015.216769256301632
1442,985,2015-01-29 14:06:45,2015-01-29 14:01:57,10,2015,39279.855804545033607
1443,987,2015-01-29 14:08:25,2015-01-29 14:06:53,10,2015,12853.292846130527323
1444,990,2015-02-04 9:45:53,2015-02-04 9:45:41,10,2015,1698.367351973783798
1445,992,2015-02-04 9:52:24,2015-02-04 9:47:37,10,2015,40349.853395680984249
1446,994,2015-02-04 9:54:08,2015-02-04 9:52:33,10,2015,12569.196996594959273
1447,997,2015-02-04 9:59:35,2015-02-04 9:56:00,20,2015,30581.536477405155892
1448,1000,2015-02-04 10:03:42,2015-02-04 10:01:54,10,2015,14649.814311831189116
1449,1002,2015-02-04 10:08:32,2015-02-04 10:03:52,10,2015,40452.467626993282465
1450,1004,2015-02-04 10:08:51,2015-02-04 10:08:42,10,2015,1252.140820166939193
1451,1006,2015-02-04 10:11:03,2015-02-04 10:09:31,10,2015,12619.797016513972267
1452,1008,2015-02-04 10:16:13,2015-02-04 10:13:46,10,2015,21064.449966462812881
1453,1010,2015-02-04 10:17:54,2015-02-04 10:16:28,10,2015,11958.395673002831245
1454,1012,2015-02-04 10:18:50,2015-02-04 10:18:36,10,2015,1923.766327379780705
1455,1014,2015-02-04 10:19:20,2015-02-04 10:18:58,10,2015,2975.088432224223197
1456,1016,2015-02-04 10:20:44,2015-02-04 10:20:12,10,2015,4383.053616887143107
1457,1018,2015-02-04 10:23:01,2015-02-04 10:21:50,10,2015,9852.531065641698660
1458,1020,2015-02-04 10:28:03,2015-02-04 10:23:12,10,2015,40808.723783402230765
1459,1022,2015-02-04 10:29:29,2015-02-04 10:28:46,10,2015,6075.888685472979887
1460,1025,2015-02-04 10:33:37,2015-02-04 10:30:36,20,2015,26164.974269593272766
1461,1028,2015-02-04 10:48:41,2015-02-04 10:35:34,10,2015,110398.087864051267388
1462,1031,2015-02-04 10:55:54,2015-02-04 10:49:09,20,2015,57905.144519584966474
1463,1034,2015-02-04 11:10:21,2015-02-04 11:02:02,10,2015,70148.932338038241141
1464,1036,2015-02-04 11:22:30,2015-02-04 11:11:29,10,2015,96705.281071814577444
1465,1039,2015-02-04 11:25:57,2015-02-04 11:23:21,20,2015,20232.999136092028493
1466,1042,2015-02-04 11:27:38,2015-02-04 11:26:44,10,2015,8327.527281738559395
1467,1044,2015-02-04 11:30:17,2015-02-04 11:29:49,10,2015,4377.410213720495449
1468,1046,2015-02-04 11:36:23,2015-02-04 11:31:15,10,2015,43963.960496931533271
1469,1049,2015-02-04 11:37:29,2015-02-04 11:37:04,10,2015,4127.779342224822358
1470,1050,2015-02-04 11:38:46,2015-02-04 11:37:29,20,2015,12473.868311324249589
1471,1053,2015-02-04 11:41:13,2015-02-04 11:38:58,10,2015,19067.111445088296023
1472,1056,2015-02-04 11:45:04,2015-02-04 11:41:28,20,2015,30911.025963383934140
1473,1059,2015-02-04 12:23:09,2015-02-04 12:22:14,10,2015,7721.604895512644362
1474,1061,2015-02-04 12:24:02,2015-02-04 12:23:57,10,2015,656.536212770285942
1475,1063,2015-02-04 12:24:35,2015-02-04 12:24:09,10,2015,3812.456202050581396
1476,1065,2015-02-04 12:29:16,2015-02-04 12:25:12,10,2015,37137.496801106470230
1477,1068,2015-02-04 12:34:32,2015-02-04 12:31:05,20,2015,29851.543141363090399
1478,1070,2015-02-04 12:35:31,2015-02-04 12:34:55,20,2015,5620.314273605627022
1479,1073,2015-02-04 12:39:30,2015-02-04 12:36:07,10,2015,28075.504195200017421
1480,1075,2015-02-04 12:42:59,2015-02-04 12:39:46,10,2015,28254.026233608728944
1481,1077,2015-02-04 12:48:11,2015-02-04 12:43:09,10,2015,42103.752962752216263
1482,1080,2015-02-04 12:55:30,2015-02-04 12:50:57,20,2015,39380.049791295561590
1483,1083,2015-02-04 12:56:35,2015-02-04 12:55:35,10,2015,8783.739821059829410
1484,1085,2015-02-04 12:58:00,2015-02-04 12:57:44,10,2015,2326.348617837261372
1485,1087,2015-02-04 12:59:06,2015-02-04 12:58:39,10,2015,3981.667063398110713
1486,1089,2015-02-04 13:04:29,2015-02-04 13:00:04,10,2015,37645.252176630936447
1487,1090,2015-02-04 13:04:40,2015-02-04 13:04:29,20,2015,1839.893760915994335
1488,1091,2015-02-04 13:06:02,2015-02-04 13:04:40,10,2015,11440.802562708951882
1489,1093,2015-02-04 13:08:42,2015-02-04 13:06:16,10,2015,23481.194796054751350
1490,1096,2015-02-04 13:12:23,2015-02-04 13:08:57,20,2015,31010.643630216101883
1491,1099,2015-02-04 13:14:51,2015-02-04 13:14:01,10,2015,7534.852036681722893
1492,1101,2015-02-04 13:16:12,2015-02-04 13:15:41,10,2015,4407.899757695042354
1493,1103,2015-02-04 13:19:10,2015-02-04 13:16:58,10,2015,18618.281758672579599
1494,1105,2015-02-04 13:21:37,2015-02-04 13:19:23,10,2015,19533.914633297437831
1495,1107,2015-02-04 13:23:45,2015-02-04 13:22:28,10,2015,11766.930882562483021
1496,1109,2015-02-04 13:24:01,2015-02-04 13:23:55,10,2015,936.656543457297630
1497,1111,2015-02-04 13:29:13,2015-02-04 13:24:33,10,2015,40750.577269206674828
1498,1113,2015-02-04 13:31:05,2015-02-04 13:29:27,10,2015,13276.732011424935990
1499,1115,2015-02-04 13:32:21,2015-02-04 13:32:12,10,2015,1436.958640195302905
1500,1117,2015-02-04 13:32:27,2015-02-04 13:32:23,10,2015,644.905547757322552
1501,1119,2015-02-04 13:34:44,2015-02-04 13:32:35,10,2015,19018.065862784675119
1502,1121,2015-02-04 13:36:46,2015-02-04 13:34:48,10,2015,17076.525705470707180
1503,1123,2015-02-04 13:42:45,2015-02-04 13:36:56,10,2015,50133.562784624504275
2002,2,2013-12-04 12:59:32,2013-12-04 12:44:12,20,2014,134829.737895505677443
2003,4,2013-12-04 13:05:36,2013-12-04 12:59:36,20,2014,55896.988555750685919
2004,6,2013-12-04 13:20:33,2013-12-04 13:06:50,20,2014,120047.470100185179035
2005,8,2013-12-04 13:36:56,2013-12-04 13:23:17,20,2014,127542.444633805775084
2006,10,2013-12-04 13:38:59,2013-12-04 13:37:34,20,2014,11441.760384874491137
2007,12,2013-12-04 13:40:46,2013-12-04 13:40:02,20,2014,7127.303128318271774
2008,14,2013-12-04 13:44:38,2013-12-04 13:41:19,20,2014,29504.392037714838807
2009,16,2013-12-04 13:50:13,2013-12-04 13:45:56,20,2014,35628.053321272695030
2010,18,2013-12-04 13:53:43,2013-12-04 13:50:43,20,2014,28097.449400523179065
2011,20,2013-12-04 13:56:54,2013-12-04 13:55:42,20,2014,10826.864625828182398
2012,22,2013-12-04 14:02:21,2013-12-04 13:57:54,20,2014,38188.685871796704305
2013,24,2013-12-04 14:08:03,2013-12-04 14:04:04,20,2014,36033.122695585050678
2014,27,2013-12-05 9:59:12,2013-12-05 9:57:49,20,2014,11559.730352914524701
2015,29,2013-12-05 10:20:09,2013-12-05 10:01:03,20,2014,172010.429799028759589
2016,31,2013-12-05 10:36:02,2013-12-05 10:26:34,10,2014,82788.360263073729584
2017,33,2013-12-05 10:42:05,2013-12-05 10:36:59,20,2014,44893.425922262562381
2018,35,2013-12-05 10:47:05,2013-12-05 10:43:06,10,2014,32737.255497412970726
2019,37,2013-12-05 10:59:03,2013-12-05 10:50:36,10,2014,73611.436256313376362
2020,39,2013-12-05 11:10:13,2013-12-05 11:01:37,20,2014,73319.990535200544400
2021,41,2013-12-05 11:18:35,2013-12-05 11:12:04,20,2014,58606.077815457749239
2022,43,2013-12-05 11:28:31,2013-12-05 11:19:50,20,2014,72784.614843686547829
2023,45,2013-12-05 11:36:20,2013-12-05 11:30:39,10,2014,50132.872925892508647
2024,47,2013-12-05 11:41:52,2013-12-05 11:37:01,10,2014,41749.833415121509461
2025,49,2013-12-05 11:46:02,2013-12-05 11:42:40,10,2014,30020.449748500435817
2026,51,2013-12-05 11:50:19,2013-12-05 11:47:09,20,2014,26943.151791626314662
2027,53,2013-12-05 12:00:26,2013-12-05 11:53:06,10,2014,64443.190800898817542
2028,55,2013-12-05 12:52:40,2013-12-05 12:52:39,10,2014,147.205936652707607
2029,57,2013-12-05 12:58:19,2013-12-05 12:52:48,20,2014,45241.306322376207390
2030,59,2013-12-05 13:13:20,2013-12-05 13:03:31,20,2014,86783.862229596867110
2031,61,2013-12-05 13:25:43,2013-12-05 13:14:35,10,2014,93656.999299308212358
2032,63,2013-12-05 13:31:19,2013-12-05 13:26:30,10,2014,39375.084301466711622
2033,65,2013-12-05 13:35:25,2013-12-05 13:33:11,20,2014,21050.539963565002836
2034,67,2013-12-05 13:39:46,2013-12-05 13:37:21,20,2014,19004.058680302521680
2035,69,2013-12-05 13:49:03,2013-12-05 13:42:23,20,2014,62682.642441245152440
2036,71,2013-12-05 13:53:18,2013-12-05 13:52:24,20,2014,8318.825158241483223
2037,73,2013-12-05 14:00:05,2013-12-05 13:54:01,10,2014,50451.817957808969368
2038,76,2013-12-16 11:13:52,2013-12-16 11:06:40,10,2014,62827.789239763114892
2039,78,2013-12-16 11:16:05,2013-12-16 11:14:57,20,2014,8912.673618014545355
2040,80,2013-12-16 11:25:06,2013-12-16 11:17:57,10,2014,60659.444165467750281
2041,82,2013-12-16 11:29:07,2013-12-16 11:27:43,20,2014,10737.117824507758996
2042,84,2013-12-16 11:32:56,2013-12-16 11:30:09,10,2014,22671.800272262040380
2043,86,2013-12-16 11:51:48,2013-12-16 11:36:07,10,2014,135193.206840006867424
2044,88,2013-12-16 12:14:17,2013-12-16 11:54:08,20,2014,172084.973260202183155
2045,90,2013-12-16 12:15:29,2013-12-16 12:14:50,20,2014,5354.378296369397503
2046,92,2013-12-16 12:20:37,2013-12-16 12:16:35,20,2014,33987.109014256908267
2047,94,2013-12-16 12:54:26,2013-12-16 12:51:30,20,2014,25070.932619552957476
2048,96,2013-12-16 13:04:00,2013-12-16 12:57:28,20,2014,56617.382832110961317
2049,98,2013-12-16 13:10:23,2013-12-16 13:04:49,10,2014,46576.003079622714722
2050,100,2013-12-16 13:21:18,2013-12-16 13:15:18,10,2014,51574.860796679276973
2051,102,2013-12-16 13:29:12,2013-12-16 13:23:15,20,2014,51409.433007270527014
2052,104,2013-12-16 13:38:06,2013-12-16 13:32:09,10,2014,52065.251440159328922
2053,106,2013-12-16 13:44:35,2013-12-16 13:38:53,10,2014,48306.087327488072333
2054,108,2013-12-16 14:02:28,2013-12-16 13:47:17,20,2014,130921.755740998676629
2055,111,2013-12-17 12:37:57,2013-12-17 12:28:57,20,2014,73150.543011725079850
2056,113,2013-12-17 13:04:04,2013-12-17 12:45:05,10,2014,155310.133976480399724
2057,115,2013-12-17 13:14:19,2013-12-17 13:06:37,20,2014,64396.136405314238800
2058,117,2013-12-17 13:22:00,2013-12-17 13:16:55,10,2014,43269.065899936264032
2059,119,2013-12-17 13:29:40,2013-12-17 13:22:34,10,2014,54770.341951188980602
2060,121,2013-12-17 13:43:16,2013-12-17 13:31:56,20,2014,101017.670671143830987
2061,123,2013-12-17 13:47:46,2013-12-17 13:44:01,10,2014,31793.800224719005200
2062,125,2013-12-17 13:55:21,2013-12-17 13:48:44,20,2014,53921.791149281591061
2063,127,2013-12-17 13:58:03,2013-12-17 13:55:23,10,2014,21725.630260628928227
2064,129,2013-12-17 14:01:54,2013-12-17 13:58:57,20,2014,25188.988194278605079
2065,131,2013-12-17 14:03:54,2013-12-17 14:02:13,20,2014,14631.204002725527971
2066,134,2013-12-18 10:59:58,2013-12-18 10:53:03,10,2014,61705.399922885444539
2067,136,2013-12-18 11:08:46,2013-12-18 11:03:20,20,2014,46138.504070783514180
2068,138,2013-12-18 11:31:37,2013-12-18 11:27:53,10,2014,31744.161735409274115
2069,140,2013-12-18 11:40:25,2013-12-18 11:32:59,20,2014,63879.662257266703818
2070,142,2013-12-18 11:45:31,2013-12-18 11:40:27,10,2014,41927.771858575848455
2071,144,2013-12-18 11:58:46,2013-12-18 11:46:27,20,2014,104799.238926050325972
2072,146,2013-12-18 12:32:25,2013-12-18 12:31:10,10,2014,10574.142155740546514
2073,148,2013-12-18 12:47:16,2013-12-18 12:32:44,10,2014,125928.477321277357987
2074,150,2013-12-18 12:54:39,2013-12-18 12:48:43,20,2014,52527.244725383003242
2075,152,2013-12-18 12:57:14,2013-12-18 12:55:06,10,2014,18532.013784547925752
2076,154,2013-12-18 13:11:45,2013-12-18 12:59:14,20,2014,106792.381825139353168
2077,156,2013-12-18 13:19:07,2013-12-18 13:13:11,10,2014,51810.989973451942205
2078,158,2013-12-18 13:31:17,2013-12-18 13:20:56,20,2014,90220.249431103162351
2079,160,2013-12-18 13:38:48,2013-12-18 13:32:22,10,2014,52494.285265366714157
2080,162,2013-12-18 13:45:31,2013-12-18 13:40:11,20,2014,46443.439808388247911
2081,164,2013-12-18 13:53:44,2013-12-18 13:46:13,10,2014,64262.872806301398668
2082,167,2013-12-24 10:06:45,2013-12-24 10:00:11,10,2014,54222.605049453850370
2083,169,2013-12-24 10:16:56,2013-12-24 10:07:26,10,2014,80849.064208698997390
2084,171,2013-12-24 10:33:01,2013-12-24 10:18:05,20,2014,128975.447300205778447
2085,173,2013-12-24 10:41:13,2013-12-24 10:37:46,10,2014,27898.046251022489741
2086,175,2013-12-24 10:43:52,2013-12-24 10:42:13,20,2014,13453.599037511883580
2087,177,2013-12-24 10:47:24,2013-12-24 10:46:34,20,2014,6558.550712331575596
2088,179,2013-12-24 10:53:01,2013-12-24 10:49:20,10,2014,29207.614475077225507
2089,181,2013-12-24 11:02:38,2013-12-24 10:59:45,20,2014,23419.720654362765345
2090,183,2013-12-24 11:05:12,2013-12-24 11:02:46,20,2014,20640.602699384879088
2091,185,2013-12-24 11:14:31,2013-12-24 11:08:29,10,2014,51411.313698269048473
2092,187,2013-12-24 11:20:01,2013-12-24 11:16:42,20,2014,27181.277213454181037
2093,189,2013-12-24 11:21:54,2013-12-24 11:21:01,20,2014,7217.073905721339543
2094,191,2013-12-24 11:28:34,2013-12-24 11:23:18,10,2014,44298.037361671551480
2095,193,2013-12-24 11:34:47,2013-12-24 11:30:46,20,2014,34560.085519081483653
2096,195,2013-12-24 11:49:29,2013-12-24 11:45:06,10,2014,36654.753735724880244
2097,197,2013-12-24 11:53:40,2013-12-24 11:51:32,20,2014,18201.482096172760066
2098,199,2013-12-24 11:58:55,2013-12-24 11:55:07,10,2014,32578.467106844778755
2099,201,2013-12-24 12:38:11,2013-12-24 12:34:55,10,2014,27445.058089040729101
2100,203,2013-12-24 12:42:35,2013-12-24 12:39:08,20,2014,28919.291235004831833
2101,205,2013-12-24 12:46:34,2013-12-24 12:43:48,20,2014,23731.917707757653261
2102,207,2013-12-24 12:50:33,2013-12-24 12:48:51,20,2014,14079.183544587309370
2103,209,2013-12-24 12:54:14,2013-12-24 12:51:00,10,2014,27743.531494696660957
2104,211,2013-12-24 12:55:42,2013-12-24 12:54:55,20,2014,6425.455626670717720
2105,213,2013-12-24 13:01:31,2013-12-24 12:56:57,10,2014,39537.177416269107198
2106,215,2013-12-24 13:13:08,2013-12-24 13:02:10,10,2014,94386.885592665741569
2107,217,2013-12-24 13:17:18,2013-12-24 13:15:31,20,2014,15171.223800882282376
2108,219,2013-12-24 13:20:41,2013-12-24 13:17:40,20,2014,25747.553899898615782
2109,221,2013-12-24 13:26:30,2013-12-24 13:22:29,20,2014,34081.264632498772698
2110,223,2013-12-24 13:28:20,2013-12-24 13:27:16,10,2014,9526.275968595688028
2111,226,2014-01-02 10:04:22,2014-01-02 10:03:04,10,2014,10502.634376877413160
2112,228,2014-01-02 10:11:00,2014-01-02 10:07:31,10,2014,26219.203118452267518
2113,230,2014-01-02 10:21:44,2014-01-02 10:13:17,10,2014,65882.188886777817970
2114,232,2014-01-02 10:24:11,2014-01-02 10:22:24,10,2014,13523.822059200831063
2115,234,2014-01-02 10:26:28,2014-01-02 10:25:04,10,2014,10795.811279256893613
2116,236,2014-01-02 10:31:40,2014-01-02 10:28:44,10,2014,23842.978412844284321
2117,238,2014-01-02 10:37:47,2014-01-02 10:32:51,20,2014,42425.391933974373387
2118,240,2014-01-02 10:49:44,2014-01-02 10:42:43,20,2014,61136.494395804249507
2119,242,2014-01-02 10:51:50,2014-01-02 10:49:46,10,2014,17182.700175566908001
2120,244,2014-01-02 11:07:01,2014-01-02 10:51:52,20,2014,133042.798623799288180
2121,246,2014-01-02 11:12:34,2014-01-02 11:08:05,10,2014,37338.295640097006981
2122,248,2014-01-02 11:15:58,2014-01-02 11:13:38,10,2014,20488.859359004072758
2123,250,2014-01-02 11:23:03,2014-01-02 11:19:10,10,2014,34890.166700331828906
2124,252,2014-01-02 11:38:22,2014-01-02 11:28:36,10,2014,78341.078503527649445
2125,254,2014-01-02 11:47:57,2014-01-02 11:40:25,20,2014,61966.926846482376277
2126,256,2014-01-02 11:50:17,2014-01-02 11:49:03,20,2014,10879.268478636806321
2127,258,2014-01-02 11:51:35,2014-01-02 11:50:24,10,2014,10184.243659516005209
2128,260,2014-01-02 11:58:49,2014-01-02 11:52:06,20,2014,61327.733451320360473
2129,262,2014-01-02 12:38:46,2014-01-02 12:35:26,10,2014,27698.350906939711422
2130,264,2014-01-02 12:44:30,2014-01-02 12:39:32,10,2014,40083.867144260162604
2131,266,2014-01-02 12:49:02,2014-01-02 12:45:38,20,2014,31309.603716402787541
2132,268,2014-01-02 12:52:31,2014-01-02 12:49:24,10,2014,27427.067056150706776
2133,270,2014-01-02 12:56:01,2014-01-02 12:52:56,10,2014,28928.545240080373333
2134,272,2014-01-02 12:59:29,2014-01-02 12:56:23,10,2014,26105.363170366515988
2135,274,2014-01-02 13:07:18,2014-01-02 13:01:41,10,2014,53357.815783809746790
2136,276,2014-01-02 13:12:36,2014-01-02 13:07:54,10,2014,39557.030243668748881
2137,278,2014-01-02 13:22:36,2014-01-02 13:15:11,10,2014,66232.261069725500420
2138,280,2014-01-02 13:24:01,2014-01-02 13:23:28,20,2014,4704.974433955116183
2139,282,2014-01-02 13:25:52,2014-01-02 13:24:58,10,2014,8254.362332894916108
2140,284,2014-01-02 13:28:39,2014-01-02 13:27:24,10,2014,10566.661498610917988
2141,286,2014-01-02 13:31:08,2014-01-02 13:29:53,10,2014,10944.025983476052716
2142,288,2014-01-02 13:33:42,2014-01-02 13:32:04,20,2014,15187.607192399147607
2143,290,2014-01-02 13:39:36,2014-01-02 13:35:28,10,2014,37919.994653064342856
2144,292,2014-01-02 13:42:30,2014-01-02 13:40:35,10,2014,16637.026221315460134
2145,294,2014-01-02 13:47:36,2014-01-02 13:42:43,10,2014,39633.371719725611911
2146,296,2014-01-02 13:51:43,2014-01-02 13:48:07,10,2014,36288.191721753391903
2147,298,2014-01-02 14:00:19,2014-01-02 13:53:11,20,2014,60168.321692289529892
2148,301,2014-01-03 10:14:26,2014-01-03 10:14:10,10,2014,2396.799981291032964
2149,303,2014-01-03 10:19:50,2014-01-03 10:14:28,20,2014,48660.376622910916922
2150,305,2014-01-03 10:24:37,2014-01-03 10:19:52,10,2014,41359.353647588060994
2151,307,2014-01-03 10:30:39,2014-01-03 10:25:21,10,2014,45614.736214424934587
2152,309,2014-01-03 10:40:39,2014-01-03 10:31:59,20,2014,76460.272913343636901
2153,311,2014-01-03 10:46:02,2014-01-03 10:40:41,10,2014,43627.626509409055870
2154,313,2014-01-03 10:48:37,2014-01-03 10:46:36,20,2014,17039.402679069884471
2155,315,2014-01-03 10:55:10,2014-01-03 10:49:22,10,2014,50601.756410405774659
2156,317,2014-01-03 10:59:45,2014-01-03 10:58:34,10,2014,10042.507975056883879
2157,319,2014-01-03 11:01:33,2014-01-03 11:00:32,10,2014,8689.274226765246567
2158,321,2014-01-03 11:02:57,2014-01-03 11:02:11,10,2014,6457.330846866325373
2159,323,2014-01-03 11:08:16,2014-01-03 11:03:45,10,2014,37674.496875991768320
2160,325,2014-01-03 11:10:30,2014-01-03 11:08:53,10,2014,14137.472668226053429
2161,327,2014-01-03 11:13:29,2014-01-03 11:10:56,10,2014,22403.052170468523400
2162,329,2014-01-03 11:15:05,2014-01-03 11:13:35,10,2014,12834.201657047429762
2163,331,2014-01-03 11:16:34,2014-01-03 11:15:44,10,2014,7439.612205959068888
2164,333,2014-01-03 11:18:09,2014-01-03 11:17:26,10,2014,6286.747544212082175
2165,335,2014-01-03 11:24:59,2014-01-03 11:18:54,10,2014,53281.240677389512712
2166,337,2014-01-03 11:28:54,2014-01-03 11:25:54,20,2014,27205.570079467528558
2167,339,2014-01-03 11:30:44,2014-01-03 11:30:01,10,2014,6033.891945981437857
2168,341,2014-01-03 11:33:09,2014-01-03 11:31:21,10,2014,15863.816276662017117
2169,343,2014-01-03 11:38:41,2014-01-03 11:34:00,10,2014,41216.733999360782036
2170,345,2014-01-03 11:39:32,2014-01-03 11:38:59,10,2014,4592.269922242888242
2171,348,2014-01-06 9:53:26,2014-01-06 9:51:42,10,2014,14838.240754512959029
2172,350,2014-01-06 10:10:47,2014-01-06 9:54:28,10,2014,135695.287323474971345
2173,352,2014-01-06 10:37:25,2014-01-06 10:14:11,20,2014,198088.022449052979937
2174,354,2014-01-06 11:01:05,2014-01-06 10:39:41,20,2014,182226.923668012488633
2175,356,2014-01-06 11:04:11,2014-01-06 11:02:00,10,2014,18758.783533622794494
2176,358,2014-01-06 11:20:59,2014-01-06 11:09:02,20,2014,99997.407706340352888
2177,360,2014-01-06 11:22:13,2014-01-06 11:21:36,10,2014,5690.188301796263659
2178,362,2014-01-06 11:23:43,2014-01-06 11:23:02,10,2014,5524.711491377475795
2179,364,2014-01-06 11:28:25,2014-01-06 11:24:18,20,2014,33452.758039238775382
2180,366,2014-01-06 11:40:43,2014-01-06 11:29:34,20,2014,96436.079676599183585
2181,368,2014-01-06 11:49:52,2014-01-06 11:44:09,10,2014,49491.951946672059421
2182,370,2014-01-06 11:54:05,2014-01-06 11:50:43,10,2014,27238.553245790961228
2183,372,2014-01-06 12:00:10,2014-01-06 11:56:17,20,2014,34246.568702096912602
2184,374,2014-01-06 12:52:35,2014-01-06 12:39:42,20,2014,108329.085392984809005
2185,376,2014-01-06 13:03:52,2014-01-06 12:54:00,10,2014,88154.041684807642014
2186,378,2014-01-06 13:06:37,2014-01-06 13:04:28,10,2014,18903.313504855093925
2187,380,2014-01-06 13:09:33,2014-01-06 13:07:26,10,2014,19323.220135359879350
2188,382,2014-01-06 13:18:13,2014-01-06 13:10:20,10,2014,69145.943685800331878
2189,384,2014-01-06 13:19:09,2014-01-06 13:18:32,10,2014,5070.454110889352705
2190,386,2014-01-06 13:19:48,2014-01-06 13:19:11,10,2014,4973.204990294140771
2191,388,2014-01-06 13:20:11,2014-01-06 13:19:50,20,2014,3027.339836678577740
2192,390,2014-01-06 13:39:08,2014-01-06 13:22:02,20,2014,143986.224826594610931
2193,392,2014-01-06 13:51:56,2014-01-06 13:39:47,20,2014,98371.088792509879568
2194,394,2014-01-06 13:53:47,2014-01-06 13:52:25,20,2014,11960.599921613593324
2195,396,2014-01-06 14:04:45,2014-01-06 13:54:28,10,2014,87272.485310982883675
2196,398,2014-01-06 14:09:32,2014-01-06 14:05:51,20,2014,31789.878177853854140
2197,400,2014-01-06 14:14:41,2014-01-06 14:12:12,20,2014,20855.702752197346854
2198,402,2014-01-06 14:17:59,2014-01-06 14:16:01,20,2014,16519.149799347011140
