OID_,abbrev,name,count_yr,min_temp,max_temp,min_wind,max_wind,wind_direction,min_snow,max_snow,still_water,moving_water,am_cloud,pm_cloud,am_rain_cond_names,pm_rain_cond_names,am_snow_cond_names,pm_snow_cond_names
581,BCCG,Castlegar,112,-1.000000000000000,4.000000000000000,0.000000000000000,10.000000000000000,Unknown,0.000000000000000,15.000000000000000,Frozen,Open,Partly Cloudy,Partly Cloudy,None,None,None,None
582,BCCH,Chilliwack,112,5.000000000000000,12.000000000000000,5.000000000000000,12.000000000000000,Unknown,,,Open,Open,Cloudy,Cloudy,Light,None,,
583,BCCI,Cortes Island,112,34.000000000000000,36.000000000000000,6.000000000000000,9.000000000000000,West,0.000000000000000,0.000000000000000,Open,Open,Clear,Unknown,None,None,None,None
584,BCCO,Comox,112,2.000000000000000,6.000000000000000,,10.000000000000000,Northwest,,,Unknown,Unknown,Clear,Clear,None,None,None,None
585,BCCR,Campbell River,112,3.000000000000000,9.000000000000000,0.000000000000000,40.000000000000000,Southeast,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,"Light,None",None,None,None
586,BCCT,Creston Valley,112,0.000000000000000,5.000000000000000,,,Calm,,,Frozen,Open,Cloudy,Cloudy,Light,"Light,None",Light,None
587,BCDA,D'arcy-Birken,112,-2.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,Southwest,0.000000000000000,,Open,Open,Clear,Clear,None,None,None,None
588,BCDB,Deep Bay,112,1.000000000000000,3.000000000000000,,5.000000000000000,South,1.000000000000000,3.000000000000000,Unknown,Unknown,Cloudy,Cloudy,Light,Light,Light,Light
589,BCDC,Dawson Creek,112,-13.000000000000000,4.000000000000000,0.000000000000000,20.000000000000000,Southwest,2.000000000000000,18.000000000000000,Frozen,Frozen,Partly Cloudy,Partly Cloudy,None,None,None,None
590,BCDU,Duncan,112,6.000000000000000,10.000000000000000,1.000000000000000,1.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Partly Cloudy,Light,None,None,None
591,BCFA,Fauquier,112,-3.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,6.000000000000000,Partly Frozen,Partly Open,Clear,Clear,None,None,None,None
592,BCFE,Fernie,112,-5.000000000000000,0.000000000000000,5.000000000000000,10.000000000000000,Calm,10.000000000000000,30.000000000000000,Frozen,Partly Frozen,Clear,Partly Cloudy,None,None,None,None
593,BCFS,Fort St. James,112,-6.000000000000000,-1.000000000000000,0.000000000000000,20.000000000000000,Unknown,35.000000000000000,37.000000000000000,Frozen,Partly Frozen,Clear,Partly Cloudy,None,None,None,None
594,BCGF,Grand Forks,112,-1.200000000000000,1.200000000000000,,,Calm,0.000000000000000,2.000000000000000,Partly Frozen,Partly Frozen,Cloudy,Cloudy,None,None,None,None
595,BCGO,Golden,112,-1.000000000000000,1.000000000000000,0.000000000000000,20.000000000000000,Southeast,10.000000000000000,20.000000000000000,Frozen,Partly Frozen,Cloudy,Cloudy,None,None,Light,None
596,BCGS,Galiano-North Saltspring,112,4.000000000000000,8.000000000000000,,,Northwest,,,Unknown,Unknown,Partly Cloudy,Partly Cloudy,None,None,None,None
597,BCHC,Hat Creek,112,-1.000000000000000,1.000000000000000,0.000000000000000,10.000000000000000,North,0.000000000000000,40.000000000000000,Frozen,Partly Open,Clear,Clear,None,None,None,None
598,BCHE,Hecate Strait,112,3.000000000000000,3.000000000000000,10.000000000000000,15.000000000000000,Variable,,,Open,Open,Clear,Partly Cloudy,None,None,None,None
599,BCHM,100 Mile House,112,-2.000000000000000,4.000000000000000,5.000000000000000,15.000000000000000,Variable,5.000000000000000,20.000000000000000,Frozen,Partly Open,Partly Cloudy,Partly Clear,None,None,None,None
600,BCHR,Harrison River,112,2.000000000000000,8.000000000000000,,,Unknown,,,Open,Open,Cloudy,Cloudy,Light,None,None,None
601,BCHS,Lower Howe Sound,112,7.000000000000000,9.000000000000000,,,Southeast,,,Unknown,Unknown,Cloudy,Cloudy,Light,Light,Light,Light
602,BCJF,Juan de Fuca,112,3.000000000000000,7.000000000000000,5.000000000000000,35.000000000000000,West,,,Open,Open,Cloudy,Partly Clear,Heavy,"Light,None",None,None
603,BCKA,Kamloops,112,34.000000000000000,44.000000000000000,3.000000000000000,12.000000000000000,West,0.000000000000000,5.000000000000000,Frozen,Open,Partly Cloudy,Clear,None,None,None,None
604,BCKB,Kimberley,112,1.000000000000000,5.000000000000000,,,Calm,15.000000000000000,60.000000000000000,Frozen,Partly Frozen,Cloudy,Partly Cloudy,Light,None,None,None
605,BCKE,Kelowna,112,-2.000000000000000,5.000000000000000,0.000000000000000,10.000000000000000,Calm,0.000000000000000,20.000000000000000,Partly Frozen,Open,Unknown,Unknown,None,None,None,None
606,BCKF,Kingfisher,112,-2.000000000000000,3.000000000000000,,,Calm,4.000000000000000,6.000000000000000,Partly Frozen,Open,Partly Cloudy,Partly Clear,None,,None,
607,BCKI,Kitimat,112,1.000000000000000,2.000000000000000,0.000000000000000,5.000000000000000,Calm,6.000000000000000,18.000000000000000,Partly Open,Open,Cloudy,Cloudy,Light,None,None,None
608,BCKO,Kaslo,112,0.000000000000000,3.000000000000000,0.000000000000000,10.000000000000000,Unknown,0.000000000000000,10.000000000000000,Frozen,Open,Cloudy,Partly Clear,Light,None,None,None
609,BCLA,Ladner,112,5.000000000000000,8.000000000000000,0.000000000000000,6.000000000000000,Northwest,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,None,Light,None,None
610,BCLC,Lake Country,112,-2.000000000000000,2.000000000000000,,,Unknown,0.000000000000000,25.000000000000000,Partly Frozen,Partly Frozen,Cloudy,Partly Cloudy,None,None,None,None
611,BCLK,Logan Lake,112,-18.000000000000000,-4.000000000000000,5.000000000000000,10.000000000000000,South,0.000000000000000,20.000000000000000,Frozen,Partly Frozen,Clear,Clear,None,None,None,None
612,BCLL,Lillooet,112,2.600000000000000,7.500000000000000,0.000000000000000,25.000000000000000,Variable,0.000000000000000,8.000000000000000,Partly Frozen,Partly Frozen,Cloudy,Partly Clear,None,None,None,None
613,BCLP,Little River-Powell River Ferry,112,4.000000000000000,4.000000000000000,0.000000000000000,10.000000000000000,North,0.000000000000000,0.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,None,None,Light,Light
614,BCLQ,Lasqueti Island,112,,,,,Unknown,,,Open,Open,Partly Cloudy,Partly Cloudy,"Heavy,Light,None","Heavy,Light,None",None,None
615,BCAC,Ashcroft-Cache Creek,113,,,,,,,,,,Cloudy,Cloudy,None,None,None,None
616,BCAH,Apex-Hedley,113,-19.800000000000001,-5.000000000000000,,,Calm,20.000000000000000,180.000000000000000,Unknown,Open,Cloudy,Partly Clear,None,None,None,None
617,BCAM,Abbotsford-Mission,113,2.300000000000000,3.900000000000000,0.000000000000000,16.100000000000001,Northeast,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,Light,Light,None,None
618,BCBA,Bamfield,113,2.000000000000000,5.000000000000000,0.000000000000000,10.000000000000000,Northeast,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Clear,Light,None,None,None
619,BCBK,Bridge Lake,113,-12.000000000000000,-4.000000000000000,,,Calm,,,Frozen,Partly Open,Clear,Partly Cloudy,None,None,None,None
620,BCBL,Burns Lake-Francois Lake,113,-15.000000000000000,-10.000000000000000,,,Calm,12.000000000000000,45.000000000000000,Open,Partly Frozen,Cloudy,Local Fog,None,None,None,None
621,BCBR,Broughton Strait,113,3.000000000000000,6.000000000000000,0.000000000000000,2.000000000000000,Calm,0.000000000000000,0.000000000000000,Open,Open,,,,,,
622,BCBV,Bridesville,113,-11.000000000000000,-3.000000000000000,6.000000000000000,11.000000000000000,Southeast,20.000000000000000,75.000000000000000,Frozen,Partly Open,Cloudy,Cloudy,None,None,"Heavy,None",Heavy
623,BCBW,Big White,113,-8.000000000000000,2.000000000000000,0.000000000000000,5.000000000000000,Calm,10.000000000000000,100.000000000000000,Frozen,Partly Open,Cloudy,Cloudy,None,None,None,None
624,BCBY,Blaeberry,113,-13.000000000000000,-8.000000000000000,,,Calm,30.000000000000000,30.000000000000000,Frozen,Partly Open,Partly Clear,Cloudy,None,None,None,None
625,BCCA,Cawston,113,-7.000000000000000,-1.000000000000000,,,Calm,6.000000000000000,12.000000000000000,Partly Open,Open,Foggy,Clear,None,None,None,None
626,BCCB,Cranbrook,113,-7.000000000000000,-6.000000000000000,,,Calm,6.000000000000000,18.000000000000000,Frozen,Partly Frozen,Cloudy,Cloudy,None,None,Light,Light
627,BCCG,Castlegar,113,-2.000000000000000,3.000000000000000,0.000000000000000,10.000000000000000,South,5.000000000000000,20.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,None,None,None,Light
628,BCCH,Chilliwack,113,,,,,,,,,,Cloudy,Cloudy,None,None,Light,Heavy
629,BCCI,Cortes Island,113,0.000000000000000,3.000000000000000,2.000000000000000,19.000000000000000,Southeast,,,Open,Open,Cloudy,Cloudy,Light,Light,None,None
630,BCCO,Comox,113,0.000000000000000,5.000000000000000,10.000000000000000,15.000000000000000,Southeast,,,,,Cloudy,Cloudy,None,"Heavy,Unknown",None,None
631,BCCR,Campbell River,113,0.000000000000000,8.000000000000000,0.000000000000000,5.000000000000000,Variable,0.000000000000000,15.000000000000000,,,Partly Cloudy,Partly Cloudy,None,None,None,None
632,BCCT,Creston Valley,113,-1.000000000000000,2.000000000000000,,,Calm,10.000000000000000,18.000000000000000,Partly Frozen,Open,Cloudy,Partly Clear,None,None,None,None
633,BCDA,D'arcy-Birken,113,-5.000000000000000,-1.000000000000000,,,Calm,6.000000000000000,7.000000000000000,Open,Open,Cloudy,Partly Cloudy,,,Light,Light
634,BCDC,Dawson Creek,113,-12.000000000000000,-4.000000000000000,0.000000000000000,5.000000000000000,West,33.000000000000000,70.000000000000000,Frozen,Frozen,Cloudy,Cloudy,None,None,None,None
635,BCDU,Duncan,113,3.000000000000000,6.000000000000000,,,Calm,,,Open,Open,Partly Cloudy,Partly Cloudy,None,None,None,None
636,BCFA,Fauquier,113,-4.000000000000000,0.000000000000000,,,Calm,2.000000000000000,10.000000000000000,Partly Open,Open,Cloudy,Partly Clear,None,None,None,None
637,BCFE,Fernie,113,-4.000000000000000,1.000000000000000,5.000000000000000,10.000000000000000,West,20.000000000000000,60.000000000000000,Frozen,Partly Frozen,Cloudy,Cloudy,,,Heavy,"Heavy,Light"
638,BCFS,Fort St. James,113,-5.000000000000000,-2.000000000000000,0.000000000000000,35.000000000000000,Northeast,15.000000000000000,20.000000000000000,Frozen,Partly Frozen,Cloudy,Partly Clear,None,None,"Light,None",None
639,BCGF,Grand Forks,113,-4.000000000000000,2.000000000000000,0.000000000000000,5.000000000000000,East,0.000000000000000,14.000000000000000,Partly Frozen,Open,,,,,,
640,BCGO,Golden,113,-12.000000000000000,-8.000000000000000,,,Calm,,,Frozen,Partly Frozen,Partly Cloudy,Partly Cloudy,None,None,None,None
641,BCGS,Galiano-North Saltspring,113,3.000000000000000,5.000000000000000,,50.000000000000000,Southeast,,,Open,Open,Cloudy,Cloudy,None,"Heavy,Light",None,None
642,BCHC,Hat Creek,113,-9.000000000000000,-3.000000000000000,,,Calm,,,Frozen,Partly Open,Cloudy,Partly Clear,None,None,Light,None
643,BCHE,Hecate Strait,113,2.000000000000000,2.000000000000000,26.000000000000000,35.000000000000000,West,,,,Open,Partly Cloudy,Partly Cloudy,None,None,None,None
644,BCHM,100 Mile House,113,-2.000000000000000,2.000000000000000,5.000000000000000,15.000000000000000,Southeast,20.000000000000000,25.000000000000000,,,Cloudy,Cloudy,,,None,Light
645,BCHR,Harrison River,113,-1.000000000000000,3.000000000000000,0.000000000000000,25.000000000000000,Unknown,0.000000000000000,55.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,None,None,None,Light
646,BCHS,Lower Howe Sound,113,2.000000000000000,4.000000000000000,,,Calm,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,Light,Light,None,None
647,BCKA,Kamloops,113,22.500000000000000,33.000000000000000,0.000000000000000,2.000000000000000,Calm,0.000000000000000,4.000000000000000,Frozen,Open,Partly Cloudy,Partly Cloudy,None,None,None,None
648,BCKB,Kimberley,113,-6.000000000000000,-5.000000000000000,0.000000000000000,16.000000000000000,North,20.000000000000000,61.000000000000000,Frozen,Partly Frozen,Cloudy,Cloudy,None,None,None,None
649,BCKE,Kelowna,113,-4.000000000000000,4.000000000000000,0.000000000000000,5.000000000000000,Calm,0.000000000000000,15.000000000000000,Partly Open,Open,Cloudy,Cloudy,,,Light,Light
650,BCKF,Kingfisher,113,-3.000000000000000,0.000000000000000,,,Calm,,,Open,Open,Cloudy,Cloudy,,,Light,Heavy
651,BCKI,Kitimat,113,1.000000000000000,3.000000000000000,10.000000000000000,15.000000000000000,Southeast,0.000000000000000,15.000000000000000,Partly Open,Open,Cloudy,Partly Cloudy,Heavy,Light,Unknown,Light
652,BCKO,Kaslo,113,-2.000000000000000,0.000000000000000,5.000000000000000,10.000000000000000,South,5.000000000000000,30.000000000000000,Frozen,Open,Cloudy,Cloudy,None,None,Light,None
653,BCLA,Ladner,113,38.000000000000000,42.000000000000000,0.000000000000000,8.000000000000000,Northwest,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,None,None,None,None
654,BCLC,Lake Country,113,-11.000000000000000,1.000000000000000,,,Calm,0.000000000000000,20.000000000000000,Partly Frozen,Partly Frozen,Cloudy,Cloudy,None,None,None,None
655,BCLK,Logan Lake,113,-21.000000000000000,-8.000000000000000,0.000000000000000,5.000000000000000,Northwest,20.000000000000000,40.000000000000000,Frozen,Partly Open,Partly Cloudy,Partly Cloudy,None,None,None,None
656,BCLL,Lillooet,113,-14.000000000000000,-6.000000000000000,0.000000000000000,50.000000000000000,Variable,5.000000000000000,40.000000000000000,Partly Frozen,Open,Partly Clear,Partly Cloudy,None,None,Light,None
657,BCLP,Little River-Powell River Ferry,113,4.000000000000000,6.000000000000000,,,Calm,,,,,Cloudy,Cloudy,None,None,None,None
658,BCLQ,Lasqueti Island,113,4.000000000000000,6.000000000000000,0.000000000000000,15.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Partly Cloudy,"Light,None",None,None,None
659,BCAC,Ashcroft-Cache Creek,114,-5.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,Northeast,2.000000000000000,25.000000000000000,Frozen,Partly Frozen,Cloudy,Cloudy,None,None,None,None
660,BCAH,Apex-Hedley,114,-6.000000000000000,2.000000000000000,0.000000000000000,15.000000000000000,Northwest,5.000000000000000,100.000000000000000,Frozen,Partly Open,Cloudy,Partly Clear,,,Light,Light
661,BCAM,Abbotsford-Mission,114,,,,,,,,,,Cloudy,Cloudy,None,Light,None,None
662,BCAT,Atlin,114,-15.000000000000000,-12.000000000000000,5.000000000000000,10.000000000000000,North,40.000000000000000,60.000000000000000,Frozen,Partly Frozen,Cloudy,Partly Clear,None,None,Light,None
663,BCBA,Bamfield,114,3.000000000000000,7.000000000000000,0.000000000000000,25.000000000000000,Southeast,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,Light,Heavy,None,None
664,BCBC,Bella Coola,114,1.800000000000000,3.800000000000000,0.800000000000000,1.600000000000000,Northwest,,,Open,Open,Cloudy,Cloudy,None,Light,,
665,BCBK,Bridge Lake,114,-17.000000000000000,-4.000000000000000,,,Calm,40.000000000000000,60.000000000000000,Frozen,Partly Open,Clear,Clear,None,None,None,None
666,BCBL,Burns Lake-Francois Lake,114,-2.000000000000000,2.000000000000000,,,Calm,0.000000000000000,10.000000000000000,Open,Partly Frozen,Cloudy,Cloudy,None,None,None,None
667,BCBR,Broughton Strait,114,3.000000000000000,6.000000000000000,0.000000000000000,2.000000000000000,Calm,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Cloudy,None,Light,None,None
668,BCBV,Bridesville,114,-10.000000000000000,-1.000000000000000,0.000000000000000,9.000000000000000,North,0.000000000000000,18.000000000000000,Frozen,Partly Open,Clear,Partly Cloudy,None,None,None,None
669,BCBW,Big White,114,-5.000000000000000,0.000000000000000,,,Calm,,,Frozen,Partly Open,Cloudy,Cloudy,None,None,Light,None
670,BCBY,Blaeberry,114,-4.000000000000000,-2.000000000000000,,,Calm,30.000000000000000,40.000000000000000,Frozen,Partly Frozen,Partly Clear,Partly Clear,None,None,None,None
671,BCCA,Cawston,114,-3.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,South,1.000000000000000,5.000000000000000,Partly Frozen,Partly Frozen,Cloudy,Partly Clear,None,None,None,None
672,BCCB,Cranbrook,114,-5.000000000000000,3.000000000000000,3.000000000000000,9.000000000000000,Northeast,0.000000000000000,12.000000000000000,Frozen,Open,Clear,Clear,None,None,None,None
673,BCCG,Castlegar,114,-5.000000000000000,2.000000000000000,0.000000000000000,10.000000000000000,North,5.000000000000000,30.000000000000000,Frozen,Open,Clear,Clear,None,None,None,None
674,BCCH,Chilliwack,114,,,,,,,,,,Cloudy,Cloudy,"Light,None",None,,
675,BCCI,Cortes Island,114,6.000000000000000,8.000000000000000,,,Calm,,,Open,Open,Cloudy,Partly Cloudy,None,None,None,None
676,BCCO,Comox,114,7.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,North,,,Open,Open,Cloudy,Partly Cloudy,None,None,None,None
677,BCCR,Campbell River,114,-2.000000000000000,6.000000000000000,0.000000000000000,0.000000000000000,Calm,0.000000000000000,0.000000000000000,Partly Frozen,Open,Clear,Clear,None,None,None,None
678,BCCT,Creston Valley,114,-6.000000000000000,1.000000000000000,,,Calm,0.000000000000000,2.000000000000000,Partly Frozen,Open,Local Fog,Partly Clear,None,None,None,None
679,BCDA,D'arcy-Birken,114,-3.000000000000000,3.000000000000000,5.000000000000000,20.000000000000000,North,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Partly Clear,None,None,None,None
680,BCDB,Deep Bay,114,1.000000000000000,4.000000000000000,5.000000000000000,10.000000000000000,Southwest,,,,,Cloudy,Cloudy,None,None,None,None
681,BCDC,Dawson Creek,114,-36.000000000000000,-25.000000000000000,,,Calm,80.000000000000000,110.000000000000000,Frozen,Frozen,Partly Cloudy,Partly Cloudy,None,None,None,None
682,BCDU,Duncan,114,5.500000000000000,7.000000000000000,1.000000000000000,5.000000000000000,Unknown,,,Open,Open,Cloudy,Cloudy,None,Light,,
683,BCEL,Elkford,114,,-1.000000000000000,,15.000000000000000,Southwest,,,Partly Frozen,Open,,,,,,
684,BCFA,Fauquier,114,-1.000000000000000,1.000000000000000,,,Calm,4.000000000000000,6.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,None,None,None,None
685,BCFE,Fernie,114,2.000000000000000,3.000000000000000,15.000000000000000,22.000000000000000,South,0.000000000000000,70.000000000000000,Partly Frozen,Partly Frozen,Cloudy,Cloudy,None,Light,None,None
686,BCFS,Fort St. James,114,-14.400000000000000,-5.800000000000000,0.000000000000000,15.000000000000000,East,25.000000000000000,32.000000000000000,Frozen,Partly Frozen,Clear,Partly Cloudy,None,None,None,None
687,BCGF,Grand Forks,114,-6.000000000000000,-2.000000000000000,,,Unknown,,,Partly Frozen,Partly Frozen,Cloudy,Cloudy,None,None,None,None
688,BCGO,Golden,114,-6.000000000000000,1.000000000000000,10.000000000000000,25.000000000000000,Southwest,80.000000000000000,100.000000000000000,Frozen,Partly Open,Cloudy,Cloudy,None,None,None,Heavy
689,BCGS,Galiano-North Saltspring,114,8.000000000000000,10.000000000000000,0.000000000000000,15.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Clear,None,None,None,None
690,BCHC,Hat Creek,114,-3.000000000000000,3.000000000000000,,,Northeast,4.000000000000000,24.000000000000000,Frozen,Partly Frozen,Foggy,Cloudy,Light,Light,Light,Heavy
691,BCHE,Hecate Strait,114,5.000000000000000,6.000000000000000,20.000000000000000,25.000000000000000,Southeast,,,Open,Open,Cloudy,Cloudy,None,None,None,None
692,BCHM,100 Mile House,114,-3.000000000000000,1.000000000000000,0.000000000000000,5.000000000000000,Northwest,25.000000000000000,45.000000000000000,Frozen,Frozen,Clear,Partly Cloudy,None,None,None,None
693,BCHR,Harrison River,114,3.000000000000000,3.000000000000000,0.000000000000000,15.000000000000000,Unknown,,,,,Cloudy,Cloudy,Light,Light,,
694,BCHS,Lower Howe Sound,114,-4.000000000000000,5.000000000000000,0.000000000000000,10.000000000000000,Northwest,0.000000000000000,0.000000000000000,Open,Open,Clear,Clear,None,None,None,None
695,BCKA,Kamloops,114,-5.000000000000000,0.000000000000000,5.000000000000000,10.000000000000000,East,8.000000000000000,20.000000000000000,Frozen,Open,Cloudy,Cloudy,None,None,None,Light
696,BCKB,Kimberley,114,-10.000000000000000,-3.000000000000000,0.000000000000000,8.000000000000000,South,0.000000000000000,40.000000000000000,Frozen,Partly Frozen,Clear,Clear,None,None,None,None
697,BCKE,Kelowna,114,-2.000000000000000,6.000000000000000,0.000000000000000,30.000000000000000,West,0.000000000000000,5.000000000000000,Partly Frozen,Partly Frozen,Cloudy,Cloudy,None,None,None,Light
698,BCKF,Kingfisher,114,-6.000000000000000,0.000000000000000,,,Calm,,,Partly Frozen,Open,Partly Clear,Partly Clear,None,None,None,None
699,BCKI,Kitimat,114,3.000000000000000,3.000000000000000,5.000000000000000,10.000000000000000,South,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,Heavy,Heavy,None,None
700,BCKO,Kaslo,114,-3.000000000000000,-1.000000000000000,0.000000000000000,20.000000000000000,South,3.000000000000000,45.000000000000000,Frozen,Open,Cloudy,Cloudy,,,Light,Light
701,BCLA,Ladner,114,34.000000000000000,42.000000000000000,,,Calm,2.000000000000000,5.000000000000000,Partly Open,Partly Frozen,Foggy,Local Fog,Light,Light,,
702,BCLC,Lake Country,114,0.000000000000000,7.000000000000000,0.000000000000000,20.000000000000000,South,0.000000000000000,60.000000000000000,Partly Frozen,Partly Open,Partly Clear,Partly Clear,None,None,None,None
703,BCLK,Logan Lake,114,-6.000000000000000,6.000000000000000,0.000000000000000,5.000000000000000,Northwest,10.000000000000000,30.000000000000000,Frozen,Partly Frozen,Clear,Cloudy,None,None,None,Light
704,BCLL,Lillooet,114,0.800000000000000,5.000000000000000,0.300000000000000,12.000000000000000,Southeast,0.000000000000000,5.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,None,None,None,None
705,BCLP,Little River-Powell River Ferry,114,7.000000000000000,7.000000000000000,10.000000000000000,10.000000000000000,Northeast,,,,,Cloudy,Cloudy,None,None,None,None
706,BCLQ,Lasqueti Island,114,5.000000000000000,7.000000000000000,0.000000000000000,10.000000000000000,Southeast,0.000000000000000,0.000000000000000,Open,Open,Foggy,Cloudy,Light,Light,None,None
707,BCAC,Ashcroft-Cache Creek,115,-1.000000000000000,4.000000000000000,0.000000000000000,10.000000000000000,South,0.000000000000000,4.000000000000000,Frozen,Open,Cloudy,Partly Cloudy,None,None,None,None
708,BCAE,Armstrong-Enderby,115,2.000000000000000,8.000000000000000,,,Calm,0.000000000000000,30.000000000000000,Partly Frozen,Open,Cloudy,Partly Clear,None,None,None,None
709,BCAH,Apex-Hedley,115,29.000000000000000,41.000000000000000,8.000000000000000,20.000000000000000,Northeast,,,Unknown,Unknown,Cloudy,Cloudy,None,None,None,None
710,BCAM,Abbotsford-Mission,115,2.500000000000000,6.300000000000000,1.000000000000000,36.000000000000000,Variable,,,,,Cloudy,Cloudy,Light,Light,,
711,BCAT,Atlin,115,-18.000000000000000,-13.000000000000000,0.000000000000000,5.000000000000000,Calm,12.000000000000000,20.000000000000000,Partly Open,Partly Frozen,Clear,Partly Cloudy,None,None,None,None
712,BCBA,Bamfield,115,6.000000000000000,8.000000000000000,0.000000000000000,50.000000000000000,Northeast,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,None,Light,None,None
713,BCBC,Bella Coola,115,-0.600000000000000,2.500000000000000,,22.000000000000000,East,,,Partly Frozen,Open,Partly Cloudy,Partly Cloudy,,,Light,None
714,BCBK,Bridge Lake,115,-8.000000000000000,-2.000000000000000,5.000000000000000,15.000000000000000,North,12.000000000000000,16.000000000000000,Frozen,Partly Frozen,Cloudy,Cloudy,,,Light,Light
715,BCBR,Broughton Strait,115,4.000000000000000,6.000000000000000,10.000000000000000,14.000000000000000,West,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Partly Cloudy,Light,Heavy,None,None
716,BCBV,Bridesville,115,-9.500000000000000,-2.400000000000000,2.000000000000000,12.000000000000000,South,10.000000000000000,50.000000000000000,Frozen,Partly Open,Cloudy,Cloudy,None,None,None,None
717,BCBW,Big White,115,,,,,,,,,,Partly Clear,Partly Clear,None,None,None,None
718,BCCA,Cawston,115,4.000000000000000,5.000000000000000,0.000000000000000,20.000000000000000,South,0.000000000000000,0.000000000000000,Partly Frozen,Open,Cloudy,Partly Cloudy,Light,None,None,None
719,BCCB,Cranbrook,115,1.000000000000000,3.000000000000000,,15.000000000000000,South,0.000000000000000,11.000000000000000,Frozen,Partly Frozen,Cloudy,Cloudy,None,None,None,None
720,BCCG,Castlegar,115,-6.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,Unknown,0.000000000000000,15.000000000000000,Frozen,Open,Cloudy,Cloudy,None,None,Light,Light
721,BCCH,Chilliwack,115,4.000000000000000,6.000000000000000,0.000000000000000,20.000000000000000,Northeast,,,Open,Open,Cloudy,Cloudy,Heavy,Light,,
722,BCCI,Cortes Island,115,2.000000000000000,4.000000000000000,,,Calm,,,Partly Frozen,Open,Cloudy,Cloudy,Light,Light,None,None
723,BCCO,Comox,115,2.000000000000000,8.000000000000000,5.000000000000000,5.000000000000000,West,0.000000000000000,0.000000000000000,Open,Open,Partly Cloudy,Cloudy,None,None,None,None
724,BCCR,Campbell River,115,1.000000000000000,8.000000000000000,0.000000000000000,15.000000000000000,Southeast,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Partly Cloudy,Heavy,None,None,None
725,BCCT,Creston Valley,115,-1.000000000000000,2.000000000000000,2.000000000000000,10.000000000000000,Unknown,5.000000000000000,10.000000000000000,Frozen,Open,Cloudy,Cloudy,None,None,None,"Heavy,Light"
726,BCDA,D'arcy-Birken,115,-1.000000000000000,4.000000000000000,,,Calm,,,Open,Open,Partly Cloudy,Partly Cloudy,None,None,None,None
727,BCDB,Deep Bay,115,4.000000000000000,7.000000000000000,5.000000000000000,10.000000000000000,Southeast,0.000000000000000,0.000000000000000,Open,Open,Cloudy,Cloudy,None,None,None,None
728,BCDC,Dawson Creek,115,-33.000000000000000,-25.000000000000000,1.000000000000000,11.000000000000000,West,38.000000000000000,49.000000000000000,Frozen,Frozen,Partly Cloudy,Clear,None,None,None,None
729,BCDU,Duncan,115,-3.000000000000000,4.500000000000000,0.000000000000000,4.000000000000000,North,0.000000000000000,0.000000000000000,Partly Frozen,Open,Cloudy,Partly Cloudy,None,None,None,None
730,BCEL,Elkford,115,-4.000000000000000,1.000000000000000,,,Calm,2.000000000000000,3.000000000000000,Partly Frozen,Open,Cloudy,Cloudy,None,None,Light,Light
731,BCFE,Fernie,115,-4.700000000000000,0.600000000000000,0.000000000000000,31.000000000000000,North,0.000000000000000,30.000000000000000,Frozen,Open,Local Fog,Clear,None,None,None,
732,BCFS,Fort St. James,115,-23.000000000000000,-15.000000000000000,,,Calm,20.000000000000000,30.000000000000000,Partly Open,Partly Frozen,Local Fog,Clear,None,None,None,None
733,BCGF,Grand Forks,115,2.000000000000000,2.000000000000000,,,Unknown,,,Open,Open,Cloudy,Cloudy,Light,None,,
734,BCGO,Golden,115,-10.000000000000000,-5.000000000000000,,,Calm,8.000000000000000,8.000000000000000,Frozen,Partly Frozen,Partly Clear,Cloudy,None,None,None,Light
